from,to,end_of_month,average_rate,number_of_days
SGD,EUR,2021.11.30,0.6457513357,30
SGD,EUR,2021.12.31,0.6485712855,31
SGD,EUR,2022.01.31,0.6537400684,31
SGD,EUR,2022.02.28,0.6544762321,28
SGD,EUR,2022.03.31,0.6685367703,31
SGD,EUR,2022.04.30,0.676456373,30
SGD,EUR,2022.05.31,0.6843843388,31
SGD,EUR,2022.06.30,0.6832956723,30
SGD,EUR,2022.07.31,0.7027189731,31
SGD,EUR,2022.08.31,0.7137556539,31
SGD,EUR,2022.09.30,0.7141952937,30
SGD,EUR,2022.10.31,0.7139672803,31
SGD,EUR,2022.11.30,0.7065560518,30
SGD,EUR,2022.12.31,0.6983331251,31
THB,EUR,2010.01.31,0.0211925711,31
THB,EUR,2010.02.28,0.0220694719,28
THB,EUR,2010.03.31,0.0226451406,31
THB,EUR,2010.04.30,0.0230333684,30
THB,EUR,2010.05.31,0.0245177185,31
THB,EUR,2010.06.30,0.0252259909,30
THB,EUR,2010.07.31,0.0242562784,31
THB,EUR,2010.08.31,0.0244042964,31
THB,EUR,2010.09.30,0.0248724337,30
THB,EUR,2010.10.31,0.0240228906,31
THB,EUR,2010.11.30,0.0244801759,30
THB,EUR,2010.12.31,0.0251411829,31
THB,EUR,2011.01.31,0.0245642537,31
THB,EUR,2011.02.28,0.0238504319,28
THB,EUR,2011.03.31,0.0235113417,31
THB,EUR,2011.04.30,0.0230229728,30
THB,EUR,2011.05.31,0.0230989316,31
THB,EUR,2011.06.30,0.0228035702,30
THB,EUR,2011.07.31,0.0232020717,31
THB,EUR,2011.08.31,0.0233491643,31
THB,EUR,2011.09.30,0.0238975552,30
THB,EUR,2011.10.31,0.0236403054,31
THB,EUR,2011.11.30,0.0238229027,30
THB,EUR,2011.12.31,0.0243750113,31
THB,EUR,2012.01.31,0.0246005701,31
THB,EUR,2012.02.29,0.0246070539,29
THB,EUR,2012.03.31,0.0246720767,31
THB,EUR,2012.04.30,0.0246063482,30
THB,EUR,2012.05.31,0.0249439177,31
THB,EUR,2012.06.30,0.0252050028,30
THB,EUR,2012.07.31,0.0257008688,31
THB,EUR,2012.08.31,0.0256794154,31
THB,EUR,2012.09.30,0.0251004321,30
THB,EUR,2012.10.31,0.0251309575,31
THB,EUR,2012.11.30,0.0253909042,30
THB,EUR,2012.12.31,0.0249061971,31
THB,EUR,2013.01.31,0.0250102724,31
THB,EUR,2013.02.28,0.0250808793,28
THB,EUR,2013.03.31,0.0261217387,31
THB,EUR,2013.04.30,0.0264307602,30
THB,EUR,2013.05.31,0.0258952601,31
THB,EUR,2013.06.30,0.0246545051,30
THB,EUR,2013.07.31,0.0245610063,31
THB,EUR,2013.08.31,0.0238109863,31
THB,EUR,2013.09.30,0.0236356688,30
THB,EUR,2013.10.31,0.0235037229,31
THB,EUR,2013.11.30,0.0234570668,30
THB,EUR,2013.12.31,0.0225593419,31
THB,EUR,2014.01.31,0.0222912261,31
THB,EUR,2014.02.28,0.0224447417,28
THB,EUR,2014.03.31,0.0223399,31
THB,EUR,2014.04.30,0.0224222617,30
THB,EUR,2014.05.31,0.0223783335,31
THB,EUR,2014.06.30,0.0226169667,30
THB,EUR,2014.07.31,0.0229792902,31
THB,EUR,2014.08.31,0.023443194,31
THB,EUR,2014.09.30,0.0240894548,30
THB,EUR,2014.10.31,0.0243206161,31
THB,EUR,2014.11.30,0.0244581814,30
THB,EUR,2014.12.31,0.0246867102,31
THB,EUR,2015.01.31,0.0262425557,31
THB,EUR,2015.02.28,0.0270454925,28
THB,EUR,2015.03.31,0.0283010194,31
THB,EUR,2015.04.30,0.0285107797,30
THB,EUR,2015.05.31,0.0267360242,31
THB,EUR,2015.06.30,0.0264315125,30
THB,EUR,2015.07.31,0.0265240235,31
THB,EUR,2015.08.31,0.0253998309,31
THB,EUR,2015.09.30,0.0247212155,30
THB,EUR,2015.10.31,0.0249584898,31
THB,EUR,2015.11.30,0.0260275698,30
THB,EUR,2015.12.31,0.0255010384,31
THB,EUR,2016.01.31,0.0254743013,31
THB,EUR,2016.02.29,0.0252828187,29
THB,EUR,2016.03.31,0.0255355329,31
THB,EUR,2016.04.30,0.0251348137,30
THB,EUR,2016.05.31,0.0249868873,31
THB,EUR,2016.06.30,0.0251976172,30
THB,EUR,2016.07.31,0.0258056422,31
THB,EUR,2016.08.31,0.0256968368,31
THB,EUR,2016.09.30,0.0256948716,30
THB,EUR,2016.10.31,0.0258541855,31
THB,EUR,2016.11.30,0.0262048288,30
THB,EUR,2016.12.31,0.0265159473,31
THB,EUR,2017.01.31,0.0265301517,31
THB,EUR,2017.02.28,0.02681565,28
THB,EUR,2017.03.31,0.0267907375,31
THB,EUR,2017.04.30,0.0271145895,30
THB,EUR,2017.05.31,0.0262526985,31
THB,EUR,2017.06.30,0.0262006157,30
THB,EUR,2017.07.31,0.0257085289,31
THB,EUR,2017.08.31,0.0254430654,31
THB,EUR,2017.09.30,0.025315282,30
THB,EUR,2017.10.31,0.0255906294,31
THB,EUR,2017.11.30,0.0258649136,30
THB,EUR,2017.12.31,0.0258706291,31
THB,EUR,2018.01.31,0.0256894137,31
THB,EUR,2018.02.28,0.0257081328,28
THB,EUR,2018.03.31,0.0259226152,31
THB,EUR,2018.04.30,0.0260069322,30
THB,EUR,2018.05.31,0.026452687,31
THB,EUR,2018.06.30,0.0263833855,30
THB,EUR,2018.07.31,0.0257072565,31
THB,EUR,2018.08.31,0.0262143386,31
THB,EUR,2018.09.30,0.0263083058,30
THB,EUR,2018.10.31,0.0265369334,31
THB,EUR,2018.11.30,0.0266886613,30
THB,EUR,2018.12.31,0.0268645331,31
THB,EUR,2019.01.31,0.0275042545,31
THB,EUR,2019.02.28,0.028133321,28
THB,EUR,2019.03.31,0.0278844945,31
THB,EUR,2019.04.30,0.0279516267,30
THB,EUR,2019.05.31,0.0280883167,31
THB,EUR,2019.06.30,0.0284518128,30
THB,EUR,2019.07.31,0.0289113803,31
THB,EUR,2019.08.31,0.0291954821,31
THB,EUR,2019.09.30,0.0297028774,30
THB,EUR,2019.10.31,0.0297970099,31
THB,EUR,2019.11.30,0.0299016278,30
THB,EUR,2019.12.31,0.0298058872,31
THB,EUR,2020.01.31,0.0296442101,31
THB,EUR,2020.02.29,0.0292326957,29
THB,EUR,2020.03.31,0.0282039234,31
THB,EUR,2020.04.30,0.0281778964,30
THB,EUR,2020.05.31,0.0285408789,31
THB,EUR,2020.06.30,0.028515047,30
THB,EUR,2020.07.31,0.0278415552,31
THB,EUR,2020.08.31,0.0270793179,31
THB,EUR,2020.09.30,0.0270528065,30
THB,EUR,2020.10.31,0.027172967,31
THB,EUR,2020.11.30,0.0277278195,30
THB,EUR,2020.12.31,0.0273332166,31
THB,EUR,2021.01.31,0.0273849622,31
THB,EUR,2021.02.28,0.0275432379,28
THB,EUR,2021.03.31,0.0273108292,31
THB,EUR,2021.04.30,0.026764742,30
THB,EUR,2021.05.31,0.0263478733,31
THB,EUR,2021.06.30,0.0264357507,30
THB,EUR,2021.07.31,0.0259237947,31
THB,EUR,2021.08.31,0.0256469618,31
THB,EUR,2021.09.30,0.0257256691,30
THB,EUR,2021.10.31,0.0257499355,31
THB,EUR,2021.11.30,0.0264868498,30
THB,EUR,2021.12.31,0.0263564203,31
THB,EUR,2022.01.31,0.026565317,31
THB,EUR,2022.02.28,0.0270212438,28
THB,EUR,2022.03.31,0.0273396467,31
THB,EUR,2022.04.30,0.0273598779,30
THB,EUR,2022.05.31,0.027506827,31
THB,EUR,2022.06.30,0.027093329,30
THB,EUR,2022.07.31,0.0270118688,31
THB,EUR,2022.08.31,0.0275783277,31
THB,EUR,2022.09.30,0.0272920882,30
THB,EUR,2022.10.31,0.0268222651,31
THB,EUR,2022.11.30,0.0269197487,30
THB,EUR,2022.12.31,0.0271698043,31
MYR,EUR,2010.01.31,0.2070835928,31
MYR,EUR,2010.02.28,0.2139744305,28
MYR,EUR,2010.03.31,0.2213962073,31
MYR,EUR,2010.04.30,0.2318980235,30
MYR,EUR,2010.05.31,0.2439678095,31
MYR,EUR,2010.06.30,0.2505954002,30
MYR,EUR,2010.07.31,0.2441594508,31
MYR,EUR,2010.08.31,0.2457057763,31
MYR,EUR,2010.09.30,0.2468445218,30
MYR,EUR,2010.10.31,0.2320428889,31
MYR,EUR,2010.11.30,0.2349743184,30
MYR,EUR,2010.12.31,0.2419341917,31
MYR,EUR,2011.01.31,0.244446588,31
MYR,EUR,2011.02.28,0.2405609338,28
MYR,EUR,2011.03.31,0.2350305076,31
MYR,EUR,2011.04.30,0.229523737,30
MYR,EUR,2011.05.31,0.2317403843,31
MYR,EUR,2011.06.30,0.2295476538,30
MYR,EUR,2011.07.31,0.2332054346,31
MYR,EUR,2011.08.31,0.2334207311,31
MYR,EUR,2011.09.30,0.2363231638,30
MYR,EUR,2011.10.31,0.2326848852,31
MYR,EUR,2011.11.30,0.2337408943,30
MYR,EUR,2011.12.31,0.2401966634,31
MYR,EUR,2012.01.31,0.2487556773,31
MYR,EUR,2012.02.29,0.2499618858,29
MYR,EUR,2012.03.31,0.2487813784,31
MYR,EUR,2012.04.30,0.2479425511,30
MYR,EUR,2012.05.31,0.2517631611,31
MYR,EUR,2012.06.30,0.2507223166,30
MYR,EUR,2012.07.31,0.2566789775,31
MYR,EUR,2012.08.31,0.2589032663,31
MYR,EUR,2012.09.30,0.2525722171,30
MYR,EUR,2012.10.31,0.2524813071,31
MYR,EUR,2012.11.30,0.2548366201,30
MYR,EUR,2012.12.31,0.2497672438,31
MYR,EUR,2013.01.31,0.2479606969,31
MYR,EUR,2013.02.28,0.2413984698,28
MYR,EUR,2013.03.31,0.2481843795,31
MYR,EUR,2013.04.30,0.2519999781,30
MYR,EUR,2013.05.31,0.2552874751,31
MYR,EUR,2013.06.30,0.241824484,30
MYR,EUR,2013.07.31,0.2396213829,31
MYR,EUR,2013.08.31,0.2291296114,31
MYR,EUR,2013.09.30,0.2301601323,30
MYR,EUR,2013.10.31,0.2310028067,31
MYR,EUR,2013.11.30,0.2318863341,30
MYR,EUR,2013.12.31,0.2245196772,31
MYR,EUR,2014.01.31,0.2223382941,31
MYR,EUR,2014.02.28,0.2211944045,28
MYR,EUR,2014.03.31,0.2204934794,31
MYR,EUR,2014.04.30,0.2225235874,30
MYR,EUR,2014.05.31,0.2252640704,31
MYR,EUR,2014.06.30,0.2285297073,30
MYR,EUR,2014.07.31,0.2318990553,31
MYR,EUR,2014.08.31,0.236168734,31
MYR,EUR,2014.09.30,0.2412665856,30
MYR,EUR,2014.10.31,0.2415284339,31
MYR,EUR,2014.11.30,0.2397468686,30
MYR,EUR,2014.12.31,0.2335049896,31
MYR,EUR,2015.01.31,0.2405150222,31
MYR,EUR,2015.02.28,0.245037856,28
MYR,EUR,2015.03.31,0.2509460243,31
MYR,EUR,2015.04.30,0.2551331791,30
MYR,EUR,2015.05.31,0.2488157049,31
MYR,EUR,2015.06.30,0.238441945,30
MYR,EUR,2015.07.31,0.2392224238,31
MYR,EUR,2015.08.31,0.2225612724,31
MYR,EUR,2015.09.30,0.2066424467,30
MYR,EUR,2015.10.31,0.2092654707,31
MYR,EUR,2015.11.30,0.2159053025,30
MYR,EUR,2015.12.31,0.2144541264,31
MYR,EUR,2016.01.31,0.2123368799,31
MYR,EUR,2016.02.29,0.215696327,29
MYR,EUR,2016.03.31,0.2209241196,31
MYR,EUR,2016.04.30,0.2263081238,30
MYR,EUR,2016.05.31,0.2191979123,31
MYR,EUR,2016.06.30,0.2181205445,30
MYR,EUR,2016.07.31,0.2252442513,31
MYR,EUR,2016.08.31,0.2218690053,31
MYR,EUR,2016.09.30,0.217177674,30
MYR,EUR,2016.10.31,0.2171312598,31
MYR,EUR,2016.11.30,0.2139225638,30
MYR,EUR,2016.12.31,0.2129704436,31
MYR,EUR,2017.01.31,0.2111295109,31
MYR,EUR,2017.02.28,0.2114075239,28
MYR,EUR,2017.03.31,0.2106686884,31
MYR,EUR,2017.04.30,0.2119434007,30
MYR,EUR,2017.05.31,0.2095105648,31
MYR,EUR,2017.06.30,0.2082355294,30
MYR,EUR,2017.07.31,0.2022418444,31
MYR,EUR,2017.08.31,0.1974709871,31
MYR,EUR,2017.09.30,0.1990088438,30
MYR,EUR,2017.10.31,0.2010872557,31
MYR,EUR,2017.11.30,0.2041062033,30
MYR,EUR,2017.12.31,0.2070954127,31
MYR,EUR,2018.01.31,0.2072710335,31
MYR,EUR,2018.02.28,0.206973982,28
MYR,EUR,2018.03.31,0.2076819154,31
MYR,EUR,2018.04.30,0.2095412582,30
MYR,EUR,2018.05.31,0.2134307715,31
MYR,EUR,2018.06.30,0.2142991122,30
MYR,EUR,2018.07.31,0.2112090171,31
MYR,EUR,2018.08.31,0.2117572261,31
MYR,EUR,2018.09.30,0.2074247606,30
MYR,EUR,2018.10.31,0.2091706357,31
MYR,EUR,2018.11.30,0.2103080084,30
MYR,EUR,2018.12.31,0.2106978309,31
MYR,EUR,2019.01.31,0.2127096211,31
MYR,EUR,2019.02.28,0.2159709938,28
MYR,EUR,2019.03.31,0.216906757,31
MYR,EUR,2019.04.30,0.2162840527,30
MYR,EUR,2019.05.31,0.2144296555,31
MYR,EUR,2019.06.30,0.2129223388,30
MYR,EUR,2019.07.31,0.2161103615,31
MYR,EUR,2019.08.31,0.2146205602,31
MYR,EUR,2019.09.30,0.2169394598,30
MYR,EUR,2019.10.31,0.2161165347,31
MYR,EUR,2019.11.30,0.2175622545,30
MYR,EUR,2019.12.31,0.2170745047,31
MYR,EUR,2020.01.31,0.22077734,31
MYR,EUR,2020.02.29,0.2204378013,29
MYR,EUR,2020.03.31,0.2103818563,31
MYR,EUR,2020.04.30,0.2114629587,30
MYR,EUR,2020.05.31,0.2111318423,31
MYR,EUR,2020.06.30,0.2078475995,30
MYR,EUR,2020.07.31,0.2048910007,31
MYR,EUR,2020.08.31,0.2017870463,31
MYR,EUR,2020.09.30,0.2043644771,30
MYR,EUR,2020.10.31,0.2046554308,31
MYR,EUR,2020.11.30,0.2053657713,30
MYR,EUR,2020.12.31,0.2026687216,31
MYR,EUR,2021.01.31,0.2035721076,31
MYR,EUR,2021.02.28,0.2042892303,28
MYR,EUR,2021.03.31,0.2043970883,31
MYR,EUR,2021.04.30,0.2028196828,30
MYR,EUR,2021.05.31,0.1996983164,31
MYR,EUR,2021.06.30,0.2008407136,30
MYR,EUR,2021.07.31,0.20135414,31
MYR,EUR,2021.08.31,0.2012340206,31
MYR,EUR,2021.09.30,0.2038620521,30
MYR,EUR,2021.10.31,0.2070284163,31
MYR,EUR,2021.11.30,0.2097674386,30
MYR,EUR,2021.12.31,0.2099921423,31
MYR,EUR,2022.01.31,0.210831785,31
MYR,EUR,2022.02.28,0.2105561988,28
MYR,EUR,2022.03.31,0.2163471035,31
MYR,EUR,2022.04.30,0.216726044,30
MYR,EUR,2022.05.31,0.2160020659,31
MYR,EUR,2022.06.30,0.2149326099,30
MYR,EUR,2022.07.31,0.2208298378,31
MYR,EUR,2022.08.31,0.2213079652,31
MYR,EUR,2022.09.30,0.2224332918,30
MYR,EUR,2022.10.31,0.2168990861,31
MYR,EUR,2022.11.30,0.212264269,30
MYR,EUR,2022.12.31,0.2140588269,31
NZD,EUR,2010.01.31,0.5084757387,31
NZD,EUR,2010.02.28,0.5098712501,28
NZD,EUR,2010.03.31,0.5178197971,31
NZD,EUR,2010.04.30,0.5294540979,30
NZD,EUR,2010.05.31,0.5552785957,31
NZD,EUR,2010.06.30,0.5670632773,30
NZD,EUR,2010.07.31,0.556880268,31
NZD,EUR,2010.08.31,0.5542412186,31
NZD,EUR,2010.09.30,0.5571052851,30
NZD,EUR,2010.10.31,0.540728851,31
NZD,EUR,2010.11.30,0.5650913498,30
NZD,EUR,2010.12.31,0.5677398942,31
NZD,EUR,2011.01.31,0.5739768158,31
NZD,EUR,2011.02.28,0.5582033205,28
NZD,EUR,2011.03.31,0.5290439607,31
NZD,EUR,2011.04.30,0.5454382451,30
NZD,EUR,2011.05.31,0.5563204388,31
NZD,EUR,2011.06.30,0.5665098943,30
NZD,EUR,2011.07.31,0.591676993,31
NZD,EUR,2011.08.31,0.5834956759,31
NZD,EUR,2011.09.30,0.5913952591,30
NZD,EUR,2011.10.31,0.5758011754,31
NZD,EUR,2011.11.30,0.5682044932,30
NZD,EUR,2011.12.31,0.5849818986,31
NZD,EUR,2012.01.31,0.6192154522,31
NZD,EUR,2012.02.29,0.630380864,29
NZD,EUR,2012.03.31,0.6216327484,31
NZD,EUR,2012.04.30,0.6220945326,30
NZD,EUR,2012.05.31,0.6045790721,31
NZD,EUR,2012.06.30,0.6206808695,30
NZD,EUR,2012.07.31,0.6495239891,31
NZD,EUR,2012.08.31,0.6543223225,31
NZD,EUR,2012.09.30,0.6362559858,30
NZD,EUR,2012.10.31,0.6317549135,31
NZD,EUR,2012.11.30,0.6384325156,30
NZD,EUR,2012.12.31,0.6332559496,31
NZD,EUR,2013.01.31,0.629406002,31
NZD,EUR,2013.02.28,0.6280233447,28
NZD,EUR,2013.03.31,0.6389850238,31
NZD,EUR,2013.04.30,0.650562545,30
NZD,EUR,2013.05.31,0.6364490862,31
NZD,EUR,2013.06.30,0.5994418137,30
NZD,EUR,2013.07.31,0.602574213,31
NZD,EUR,2013.08.31,0.5945701946,31
NZD,EUR,2013.09.30,0.6088807975,30
NZD,EUR,2013.10.31,0.6120434134,31
NZD,EUR,2013.11.30,0.6120584164,30
NZD,EUR,2013.12.31,0.6001221554,31
NZD,EUR,2014.01.31,0.60690379,31
NZD,EUR,2014.02.28,0.6062722433,28
NZD,EUR,2014.03.31,0.6159884887,31
NZD,EUR,2014.04.30,0.6238442679,30
NZD,EUR,2014.05.31,0.626407261,31
NZD,EUR,2014.06.30,0.6339281133,30
NZD,EUR,2014.07.31,0.6420233649,31
NZD,EUR,2014.08.31,0.6332879823,31
NZD,EUR,2014.09.30,0.6317681364,30
NZD,EUR,2014.10.31,0.6200821475,31
NZD,EUR,2014.11.30,0.627903241,30
NZD,EUR,2014.12.31,0.6297413407,31
NZD,EUR,2015.01.31,0.6571345437,31
NZD,EUR,2015.02.28,0.6557208994,28
NZD,EUR,2015.03.31,0.6897406228,31
NZD,EUR,2015.04.30,0.7024436346,30
NZD,EUR,2015.05.31,0.6623576958,31
NZD,EUR,2015.06.30,0.622523757,30
NZD,EUR,2015.07.31,0.6040336542,31
NZD,EUR,2015.08.31,0.5895029793,31
NZD,EUR,2015.09.30,0.5637854228,30
NZD,EUR,2015.10.31,0.5950078312,31
NZD,EUR,2015.11.30,0.611602732,30
NZD,EUR,2015.12.31,0.6194038578,31
NZD,EUR,2016.01.31,0.6034091621,31
NZD,EUR,2016.02.29,0.5973136916,29
NZD,EUR,2016.03.31,0.6056359486,31
NZD,EUR,2016.04.30,0.607542445,30
NZD,EUR,2016.05.31,0.6018218677,31
NZD,EUR,2016.06.30,0.6256421112,30
NZD,EUR,2016.07.31,0.6449283576,31
NZD,EUR,2016.08.31,0.644893649,31
NZD,EUR,2016.09.30,0.6516351383,30
NZD,EUR,2016.10.31,0.6489012499,31
NZD,EUR,2016.11.30,0.661585279,30
NZD,EUR,2016.12.31,0.6670133381,31
NZD,EUR,2017.01.31,0.6692554385,31
NZD,EUR,2017.02.28,0.6783615867,28
NZD,EUR,2017.03.31,0.6554438234,31
NZD,EUR,2017.04.30,0.6518114479,30
NZD,EUR,2017.05.31,0.6279993402,31
NZD,EUR,2017.06.30,0.6429859195,30
NZD,EUR,2017.07.31,0.6390124625,31
NZD,EUR,2017.08.31,0.6192030409,31
NZD,EUR,2017.09.30,0.6082866648,30
NZD,EUR,2017.10.31,0.6000930745,31
NZD,EUR,2017.11.30,0.5869989078,30
NZD,EUR,2017.12.31,0.5878445231,31
NZD,EUR,2018.01.31,0.5944396779,31
NZD,EUR,2018.02.28,0.5916276561,28
NZD,EUR,2018.03.31,0.588159279,31
NZD,EUR,2018.04.30,0.5899272147,30
NZD,EUR,2018.05.31,0.5875903992,31
NZD,EUR,2018.06.30,0.5948232766,30
NZD,EUR,2018.07.31,0.5806891559,31
NZD,EUR,2018.08.31,0.5779101983,31
NZD,EUR,2018.09.30,0.5662170325,30
NZD,EUR,2018.10.31,0.567655654,31
NZD,EUR,2018.11.30,0.5950599527,30
NZD,EUR,2018.12.31,0.5989637882,31
NZD,EUR,2019.01.31,0.5932246368,31
NZD,EUR,2019.02.28,0.6022325856,28
NZD,EUR,2019.03.31,0.6045299802,31
NZD,EUR,2019.04.30,0.5980156343,30
NZD,EUR,2019.05.31,0.586800957,31
NZD,EUR,2019.06.30,0.5839128343,30
NZD,EUR,2019.07.31,0.5952862997,31
NZD,EUR,2019.08.31,0.578420891,31
NZD,EUR,2019.09.30,0.5753326852,30
NZD,EUR,2019.10.31,0.5732572946,31
NZD,EUR,2019.11.30,0.5783734902,30
NZD,EUR,2019.12.31,0.593495281,31
NZD,EUR,2020.01.31,0.5960242906,31
NZD,EUR,2020.02.29,0.5860161195,29
NZD,EUR,2020.03.31,0.5468435938,31
NZD,EUR,2020.04.30,0.552376436,30
NZD,EUR,2020.05.31,0.557109689,31
NZD,EUR,2020.06.30,0.5723281877,30
NZD,EUR,2020.07.31,0.5752794699,31
NZD,EUR,2020.08.31,0.5582914859,31
NZD,EUR,2020.09.30,0.5655958111,30
NZD,EUR,2020.10.31,0.5640534239,31
NZD,EUR,2020.11.30,0.5793584081,30
NZD,EUR,2020.12.31,0.5830861223,31
NZD,EUR,2021.01.31,0.5909736336,31
NZD,EUR,2021.02.28,0.5986941785,28
NZD,EUR,2021.03.31,0.5995324337,31
NZD,EUR,2021.04.30,0.5953785697,30
NZD,EUR,2021.05.31,0.5948726845,31
NZD,EUR,2021.06.30,0.5899551388,30
NZD,EUR,2021.07.31,0.5910060151,31
NZD,EUR,2021.08.31,0.5923730536,31
NZD,EUR,2021.09.30,0.599765786,30
NZD,EUR,2021.10.31,0.6076033972,31
NZD,EUR,2021.11.30,0.6150560388,30
NZD,EUR,2021.12.31,0.6003053877,31
NZD,EUR,2022.01.31,0.5957807383,31
NZD,EUR,2022.02.28,0.5880502362,28
NZD,EUR,2022.03.31,0.6238746376,31
NZD,EUR,2022.04.30,0.6247738376,30
NZD,EUR,2022.05.31,0.6058984444,31
NZD,EUR,2022.06.30,0.6019173795,30
NZD,EUR,2022.07.31,0.6078060927,31
NZD,EUR,2022.08.31,0.6183945012,31
NZD,EUR,2022.09.30,0.6004684092,30
NZD,EUR,2022.10.31,0.5777429559,31
NZD,EUR,2022.11.30,0.5940265786,30
NZD,EUR,2022.12.31,0.6002104541,31
RUB,EUR,2010.01.31,0.0234286671,31
RUB,EUR,2010.02.28,0.0242538792,28
RUB,EUR,2010.03.31,0.0249186552,31
RUB,EUR,2010.04.30,0.0254872006,30
RUB,EUR,2010.05.31,0.0260837557,31
RUB,EUR,2010.06.30,0.0262111051,30
RUB,EUR,2010.07.31,0.0255480538,31
RUB,EUR,2010.08.31,0.0255158079,31
RUB,EUR,2010.09.30,0.0249060802,30
RUB,EUR,2010.10.31,0.023741004,31
RUB,EUR,2010.11.30,0.0236126521,30
RUB,EUR,2010.12.31,0.0245324343,31
RUB,EUR,2011.01.31,0.0248260042,31
RUB,EUR,2011.02.28,0.0250291679,28
RUB,EUR,2011.03.31,0.0251025106,31
RUB,EUR,2011.04.30,0.0246516566,30
RUB,EUR,2011.05.31,0.0249962965,31
RUB,EUR,2011.06.30,0.0248292542,30
RUB,EUR,2011.07.31,0.0250285582,31
RUB,EUR,2011.08.31,0.0242569597,31
RUB,EUR,2011.09.30,0.0237440619,30
RUB,EUR,2011.10.31,0.0233218194,31
RUB,EUR,2011.11.30,0.0239058271,30
RUB,EUR,2011.12.31,0.0241195978,31
RUB,EUR,2012.01.31,0.0246949114,31
RUB,EUR,2012.02.29,0.0253445243,29
RUB,EUR,2012.03.31,0.0257909379,31
RUB,EUR,2012.04.30,0.0257570209,30
RUB,EUR,2012.05.31,0.0253663088,31
RUB,EUR,2012.06.30,0.0242802345,30
RUB,EUR,2012.07.31,0.0250466933,31
RUB,EUR,2012.08.31,0.0252738845,31
RUB,EUR,2012.09.30,0.0247628657,30
RUB,EUR,2012.10.31,0.0247772093,31
RUB,EUR,2012.11.30,0.0248219893,30
RUB,EUR,2012.12.31,0.0248269603,31
RUB,EUR,2013.01.31,0.0248880736,31
RUB,EUR,2013.02.28,0.0247803225,28
RUB,EUR,2013.03.31,0.0250262769,31
RUB,EUR,2013.04.30,0.0245141747,30
RUB,EUR,2013.05.31,0.0245941009,31
RUB,EUR,2013.06.30,0.0234930139,30
RUB,EUR,2013.07.31,0.0233272387,31
RUB,EUR,2013.08.31,0.0227529422,31
RUB,EUR,2013.09.30,0.0229785137,30
RUB,EUR,2013.10.31,0.0228572762,31
RUB,EUR,2013.11.30,0.0226743608,30
RUB,EUR,2013.12.31,0.0222127312,31
RUB,EUR,2014.01.31,0.0217988046,31
RUB,EUR,2014.02.28,0.0207929978,28
RUB,EUR,2014.03.31,0.0199856353,31
RUB,EUR,2014.04.30,0.0203142239,30
RUB,EUR,2014.05.31,0.0208506097,31
RUB,EUR,2014.06.30,0.0213820027,30
RUB,EUR,2014.07.31,0.0212852861,31
RUB,EUR,2014.08.31,0.0207684351,31
RUB,EUR,2014.09.30,0.0204324125,30
RUB,EUR,2014.10.31,0.0193442815,31
RUB,EUR,2014.11.30,0.0173577765,30
RUB,EUR,2014.12.31,0.0145715949,31
RUB,EUR,2015.01.31,0.0135117856,31
RUB,EUR,2015.02.28,0.0136963392,28
RUB,EUR,2015.03.31,0.0153319798,31
RUB,EUR,2015.04.30,0.0174521118,30
RUB,EUR,2015.05.31,0.0176780607,31
RUB,EUR,2015.06.30,0.0163325596,30
RUB,EUR,2015.07.31,0.0159080731,31
RUB,EUR,2015.08.31,0.0137758993,31
RUB,EUR,2015.09.30,0.0132956617,30
RUB,EUR,2015.10.31,0.014124784,31
RUB,EUR,2015.11.30,0.0143105028,30
RUB,EUR,2015.12.31,0.0131425215,31
RUB,EUR,2016.01.31,0.0120404898,31
RUB,EUR,2016.02.29,0.0116573012,29
RUB,EUR,2016.03.31,0.0128397606,31
RUB,EUR,2016.04.30,0.0132231722,30
RUB,EUR,2016.05.31,0.0134298125,31
RUB,EUR,2016.06.30,0.0136387273,30
RUB,EUR,2016.07.31,0.0140570379,31
RUB,EUR,2016.08.31,0.0137472276,31
RUB,EUR,2016.09.30,0.0138201939,30
RUB,EUR,2016.10.31,0.0144624639,31
RUB,EUR,2016.11.30,0.0143475031,30
RUB,EUR,2016.12.31,0.0152811666,31
RUB,EUR,2017.01.31,0.015723843,31
RUB,EUR,2017.02.28,0.0160482033,28
RUB,EUR,2017.03.31,0.0156928532,31
RUB,EUR,2017.04.30,0.0165234894,30
RUB,EUR,2017.05.31,0.0158457314,31
RUB,EUR,2017.06.30,0.015392181,30
RUB,EUR,2017.07.31,0.014562705,31
RUB,EUR,2017.08.31,0.0142319325,31
RUB,EUR,2017.09.30,0.0145519799,30
RUB,EUR,2017.10.31,0.0147372766,31
RUB,EUR,2017.11.30,0.0144543091,30
RUB,EUR,2017.12.31,0.0144125829,31
RUB,EUR,2018.01.31,0.0144691501,31
RUB,EUR,2018.02.28,0.0142362592,28
RUB,EUR,2018.03.31,0.0142033728,31
RUB,EUR,2018.04.30,0.0134518577,30
RUB,EUR,2018.05.31,0.0135635176,31
RUB,EUR,2018.06.30,0.0136456308,30
RUB,EUR,2018.07.31,0.0136033589,31
RUB,EUR,2018.08.31,0.013080982,31
RUB,EUR,2018.09.30,0.012687083,30
RUB,EUR,2018.10.31,0.0131964125,31
RUB,EUR,2018.11.30,0.0132192071,30
RUB,EUR,2018.12.31,0.0130170477,31
RUB,EUR,2019.01.31,0.0130805697,31
