from,to,end_of_month,average_rate,number_of_days
DKK,EUR,2018.03.31,0.1342499224,31
DKK,EUR,2018.04.30,0.1342409856,30
DKK,EUR,2018.05.31,0.1342371367,31
DKK,EUR,2018.06.30,0.134232367,30
DKK,EUR,2018.07.31,0.1341657307,31
DKK,EUR,2018.08.31,0.1341133874,31
DKK,EUR,2018.09.30,0.1340609923,30
DKK,EUR,2018.10.31,0.1340000988,31
DKK,EUR,2018.11.30,0.1340347662,30
DKK,EUR,2018.12.31,0.1339557139,31
DKK,EUR,2019.01.31,0.133922072,31
DKK,EUR,2019.02.28,0.1339943212,28
DKK,EUR,2019.03.31,0.1340817025,31
DKK,EUR,2019.04.30,0.1339293289,30
DKK,EUR,2019.05.31,0.1339121107,31
DKK,EUR,2019.06.30,0.1338693979,30
DKK,EUR,2019.07.31,0.1339116282,31
DKK,EUR,2019.08.31,0.1339566938,31
DKK,EUR,2019.09.30,0.1339171077,30
DKK,EUR,2019.10.31,0.1338821701,31
DKK,EUR,2019.11.30,0.1338155886,30
DKK,EUR,2019.12.31,0.1338421305,31
DKK,EUR,2020.01.31,0.1338070762,31
DKK,EUR,2020.02.29,0.1338423213,29
DKK,EUR,2020.03.31,0.1337938716,31
DKK,EUR,2020.04.30,0.1340153019,30
DKK,EUR,2020.05.31,0.1339573718,31
DKK,EUR,2020.06.30,0.1341412524,30
DKK,EUR,2020.07.31,0.1342940212,31
DKK,EUR,2020.08.31,0.1342975319,31
DKK,EUR,2020.09.30,0.1343756038,30
DKK,EUR,2020.10.31,0.1343564288,31
DKK,EUR,2020.11.30,0.1342659057,30
DKK,EUR,2020.12.31,0.134376286,31
DKK,EUR,2021.01.31,0.1344653439,31
DKK,EUR,2021.02.28,0.134463587,28
DKK,EUR,2021.03.31,0.1344413921,31
DKK,EUR,2021.04.30,0.1344585336,30
DKK,EUR,2021.05.31,0.1344752678,31
DKK,EUR,2021.06.30,0.134470104,30
DKK,EUR,2021.07.31,0.1344603998,31
DKK,EUR,2021.08.31,0.1344635512,31
DKK,EUR,2021.09.30,0.134481196,30
DKK,EUR,2021.10.31,0.1344136384,31
DKK,EUR,2021.11.30,0.1344590191,30
DKK,EUR,2021.12.31,0.1344675295,31
DKK,EUR,2022.01.31,0.1343861087,31
DKK,EUR,2022.02.28,0.1343936739,28
DKK,EUR,2022.03.31,0.1343910448,31
DKK,EUR,2022.04.30,0.1344390138,30
DKK,EUR,2022.05.31,0.1344042308,31
DKK,EUR,2022.06.30,0.1344292841,30
DKK,EUR,2022.07.31,0.1343658791,31
DKK,EUR,2022.08.31,0.1344219574,31
DKK,EUR,2022.09.30,0.1344034883,30
DKK,EUR,2022.10.31,0.1344385209,31
DKK,EUR,2022.11.30,0.1343791723,30
DKK,EUR,2022.12.31,0.134406816,31
COP,EUR,2010.01.31,0.0003534331,31
COP,EUR,2010.02.28,0.0003750129,28
COP,EUR,2010.03.31,0.000385834,31
COP,EUR,2010.04.30,0.0003844189,30
COP,EUR,2010.05.31,0.0004005605,31
COP,EUR,2010.06.30,0.0004252603,30
COP,EUR,2010.07.31,0.0004181515,31
COP,EUR,2010.08.31,0.0004256569,31
COP,EUR,2010.09.30,0.0004246552,30
COP,EUR,2010.10.31,0.0003986238,31
COP,EUR,2010.11.30,0.0003927137,30
COP,EUR,2010.12.31,0.0003946289,31
COP,EUR,2011.01.31,0.0004008776,31
COP,EUR,2011.02.28,0.0003893736,28
COP,EUR,2011.03.31,0.0003794437,31
COP,EUR,2011.04.30,0.0003821426,30
COP,EUR,2011.05.31,0.0003876294,31
COP,EUR,2011.06.30,0.000389774,30
COP,EUR,2011.07.31,0.0003968968,31
COP,EUR,2011.08.31,0.0003910928,31
COP,EUR,2011.09.30,0.0003963195,30
COP,EUR,2011.10.31,0.0003831259,31
COP,EUR,2011.11.30,0.0003844619,30
COP,EUR,2011.12.31,0.0003927751,31
COP,EUR,2012.01.31,0.0004194389,31
COP,EUR,2012.02.29,0.0004242451,29
COP,EUR,2012.03.31,0.0004286974,31
COP,EUR,2012.04.30,0.0004283158,30
COP,EUR,2012.05.31,0.0004354407,31
COP,EUR,2012.06.30,0.0004451677,30
COP,EUR,2012.07.31,0.0004561341,31
COP,EUR,2012.08.31,0.0004476408,31
COP,EUR,2012.09.30,0.000431694,30
COP,EUR,2012.10.31,0.0004274538,31
COP,EUR,2012.11.30,0.0004280995,30
COP,EUR,2012.12.31,0.0004254427,31
COP,EUR,2013.01.31,0.0004253226,31
COP,EUR,2013.02.28,0.0004175898,28
COP,EUR,2013.03.31,0.0004256073,31
COP,EUR,2013.04.30,0.0004199073,30
COP,EUR,2013.05.31,0.0004167452,31
COP,EUR,2013.06.30,0.0003979317,30
COP,EUR,2013.07.31,0.0004021804,31
COP,EUR,2013.08.31,0.0003947403,31
COP,EUR,2013.09.30,0.0003899264,30
COP,EUR,2013.10.31,0.0003890822,31
COP,EUR,2013.11.30,0.0003858298,30
COP,EUR,2013.12.31,0.0003778287,31
COP,EUR,2014.01.31,0.0003746236,31
COP,EUR,2014.02.28,0.0003595588,28
COP,EUR,2014.03.31,0.0003583424,31
COP,EUR,2014.04.30,0.000373965,30
COP,EUR,2014.05.31,0.0003795394,31
COP,EUR,2014.06.30,0.0003896281,30
COP,EUR,2014.07.31,0.0003972054,31
COP,EUR,2014.08.31,0.0003954428,31
COP,EUR,2014.09.30,0.0003927322,30
COP,EUR,2014.10.31,0.0003854755,31
COP,EUR,2014.11.30,0.0003768099,30
COP,EUR,2014.12.31,0.0003468464,31
COP,EUR,2015.01.31,0.0003583512,31
COP,EUR,2015.02.28,0.0003642286,28
COP,EUR,2015.03.31,0.0003578234,31
COP,EUR,2015.04.30,0.0003699221,30
COP,EUR,2015.05.31,0.0003676726,31
COP,EUR,2015.06.30,0.0003482938,30
COP,EUR,2015.07.31,0.0003334022,31
COP,EUR,2015.08.31,0.0002987653,31
COP,EUR,2015.09.30,0.0002896315,30
COP,EUR,2015.10.31,0.0003044428,31
COP,EUR,2015.11.30,0.0003104036,30
COP,EUR,2015.12.31,0.0002829489,31
COP,EUR,2016.01.31,0.0002809676,31
COP,EUR,2016.02.29,0.0002684817,29
COP,EUR,2016.03.31,0.000287441,31
COP,EUR,2016.04.30,0.0002943113,30
COP,EUR,2016.05.31,0.0002956262,31
COP,EUR,2016.06.30,0.0002975552,30
COP,EUR,2016.07.31,0.0003053091,31
COP,EUR,2016.08.31,0.0003025311,31
COP,EUR,2016.09.30,0.0003052142,30
COP,EUR,2016.10.31,0.000309207,31
COP,EUR,2016.11.30,0.0002974397,30
COP,EUR,2016.12.31,0.0003149173,31
COP,EUR,2017.01.31,0.0003199295,31
COP,EUR,2017.02.28,0.0003266916,28
COP,EUR,2017.03.31,0.0003181336,31
COP,EUR,2017.04.30,0.0003248161,30
COP,EUR,2017.05.31,0.0003098839,31
COP,EUR,2017.06.30,0.0003011856,30
COP,EUR,2017.07.31,0.0002858313,31
COP,EUR,2017.08.31,0.0002849018,31
COP,EUR,2017.09.30,0.0002879369,30
COP,EUR,2017.10.31,0.0002880378,31
COP,EUR,2017.11.30,0.000283044,30
COP,EUR,2017.12.31,0.0002826088,31
COP,EUR,2018.01.31,0.0002861726,31
COP,EUR,2018.02.28,0.0002831786,28
COP,EUR,2018.03.31,0.0002848707,31
COP,EUR,2018.04.30,0.0002941116,30
COP,EUR,2018.05.31,0.0002955898,31
COP,EUR,2018.06.30,0.000296178,30
COP,EUR,2018.07.31,0.0002964942,31
COP,EUR,2018.08.31,0.0002926404,31
COP,EUR,2018.09.30,0.0002831986,30
COP,EUR,2018.10.31,0.0002817596,31
COP,EUR,2018.11.30,0.0002754149,30
COP,EUR,2018.12.31,0.0002731794,31
COP,EUR,2019.01.31,0.0002770152,31
COP,EUR,2019.02.28,0.0002829328,28
COP,EUR,2019.03.31,0.0002824608,31
COP,EUR,2019.04.30,0.0002821256,30
COP,EUR,2019.05.31,0.0002703513,31
COP,EUR,2019.06.30,0.0002715284,30
COP,EUR,2019.07.31,0.0002777826,31
COP,EUR,2019.08.31,0.0002630212,31
COP,EUR,2019.09.30,0.000266922,30
COP,EUR,2019.10.31,0.0002636055,31
COP,EUR,2019.11.30,0.000265987,30
COP,EUR,2019.12.31,0.0002668003,31
COP,EUR,2020.01.31,0.0002718772,31
COP,EUR,2020.02.29,0.0002686434,29
COP,EUR,2020.03.31,0.0002341918,31
COP,EUR,2020.04.30,0.0002317797,30
COP,EUR,2020.05.31,0.0002373467,31
COP,EUR,2020.06.30,0.0002399243,30
COP,EUR,2020.07.31,0.0002391042,31
COP,EUR,2020.08.31,0.0002236806,31
COP,EUR,2020.09.30,0.0002259247,30
COP,EUR,2020.10.31,0.0002217181,31
COP,EUR,2020.11.30,0.0002295017,30
COP,EUR,2020.12.31,0.0002370939,31
COP,EUR,2021.01.31,0.0002355791,31
COP,EUR,2021.02.28,0.0002324062,28
COP,EUR,2021.03.31,0.0002321829,31
COP,EUR,2021.04.30,0.0002292324,30
COP,EUR,2021.05.31,0.0002204779,31
COP,EUR,2021.06.30,0.0002249375,30
COP,EUR,2021.07.31,0.0002208387,31
COP,EUR,2021.08.31,0.0002187383,31
COP,EUR,2021.09.30,0.0002222037,30
COP,EUR,2021.10.31,0.0002286828,31
COP,EUR,2021.11.30,0.0002246525,30
COP,EUR,2021.12.31,0.0002228202,31
COP,EUR,2022.01.31,0.0002205918,31
COP,EUR,2022.02.28,0.0002240394,28
COP,EUR,2022.03.31,0.0002385079,31
COP,EUR,2022.04.30,0.0002435761,30
COP,EUR,2022.05.31,0.0002354626,31
COP,EUR,2022.06.30,0.00024075,30
COP,EUR,2022.07.31,0.0002241654,31
COP,EUR,2022.08.31,0.0002286294,31
COP,EUR,2022.09.30,0.0002272107,30
COP,EUR,2022.10.31,0.0002154151,31
COP,EUR,2022.11.30,0.0001987791,30
COP,EUR,2022.12.31,0.0001973118,31
JPY,EUR,2010.01.31,0.0076726848,31
JPY,EUR,2010.02.28,0.0081118067,28
JPY,EUR,2010.03.31,0.0081260336,31
JPY,EUR,2010.04.30,0.0079612011,30
JPY,EUR,2010.05.31,0.0086366602,31
JPY,EUR,2010.06.30,0.009016644,30
JPY,EUR,2010.07.31,0.0089408171,31
JPY,EUR,2010.08.31,0.0090618545,31
JPY,EUR,2010.09.30,0.0090881797,30
JPY,EUR,2010.10.31,0.0087940108,31
JPY,EUR,2010.11.30,0.0088599989,30
JPY,EUR,2010.12.31,0.0090813036,31
JPY,EUR,2011.01.31,0.0090748012,31
JPY,EUR,2011.02.28,0.0088685576,28
JPY,EUR,2011.03.31,0.0087463855,31
JPY,EUR,2011.04.30,0.00831076,30
JPY,EUR,2011.05.31,0.0086072323,31
JPY,EUR,2011.06.30,0.0086398519,30
JPY,EUR,2011.07.31,0.0088015557,31
JPY,EUR,2011.08.31,0.0090447042,31
JPY,EUR,2011.09.30,0.0094410951,30
JPY,EUR,2011.10.31,0.009522524,31
JPY,EUR,2011.11.30,0.0095040857,30
JPY,EUR,2011.12.31,0.0097531926,31
JPY,EUR,2012.01.31,0.0100757117,31
JPY,EUR,2012.02.29,0.0096374212,29
JPY,EUR,2012.03.31,0.0091754562,31
JPY,EUR,2012.04.30,0.0093314138,30
JPY,EUR,2012.05.31,0.0097848891,31
JPY,EUR,2012.06.30,0.0100555658,30
JPY,EUR,2012.07.31,0.0102852765,31
JPY,EUR,2012.08.31,0.010257272,31
JPY,EUR,2012.09.30,0.0099445422,30
JPY,EUR,2012.10.31,0.0097661168,31
JPY,EUR,2012.11.30,0.009631966,30
JPY,EUR,2012.12.31,0.0091104358,31
JPY,EUR,2013.01.31,0.0084510441,31
JPY,EUR,2013.02.28,0.0080310573,28
JPY,EUR,2013.03.31,0.0081388555,31
JPY,EUR,2013.04.30,0.0078564215,30
JPY,EUR,2013.05.31,0.0076334174,31
JPY,EUR,2013.06.30,0.0077768775,30
JPY,EUR,2013.07.31,0.0076652467,31
JPY,EUR,2013.08.31,0.0076768119,31
JPY,EUR,2013.09.30,0.0075560206,30
JPY,EUR,2013.10.31,0.0074931158,31
JPY,EUR,2013.11.30,0.0074126341,30
JPY,EUR,2013.12.31,0.0070511202,31
JPY,EUR,2014.01.31,0.0070563525,31
JPY,EUR,2014.02.28,0.007173284,28
JPY,EUR,2014.03.31,0.0070725713,31
JPY,EUR,2014.04.30,0.0070658931,30
JPY,EUR,2014.05.31,0.0071462637,31
JPY,EUR,2014.06.30,0.0072047441,30
JPY,EUR,2014.07.31,0.0072605507,31
JPY,EUR,2014.08.31,0.007290499,31
JPY,EUR,2014.09.30,0.0072255338,30
JPY,EUR,2014.10.31,0.0073075498,31
JPY,EUR,2014.11.30,0.0069090352,30
JPY,EUR,2014.12.31,0.006792183,31
JPY,EUR,2015.01.31,0.0072569166,31
JPY,EUR,2015.02.28,0.0074252012,28
JPY,EUR,2015.03.31,0.0076724149,31
JPY,EUR,2015.04.30,0.0077520624,30
JPY,EUR,2015.05.31,0.0074188515,31
JPY,EUR,2015.06.30,0.0072035694,30
JPY,EUR,2015.07.31,0.0073714013,31
JPY,EUR,2015.08.31,0.0072941092,31
JPY,EUR,2015.09.30,0.0074057651,30
JPY,EUR,2015.10.31,0.0074166597,31
JPY,EUR,2015.11.30,0.0076003512,30
JPY,EUR,2015.12.31,0.0075464326,31
JPY,EUR,2016.01.31,0.0077685629,31
JPY,EUR,2016.02.29,0.0078468681,29
JPY,EUR,2016.03.31,0.0079574509,31
JPY,EUR,2016.04.30,0.0080341618,30
JPY,EUR,2016.05.31,0.008132292,31
JPY,EUR,2016.06.30,0.0084321197,30
JPY,EUR,2016.07.31,0.0087091324,31
JPY,EUR,2016.08.31,0.008815405,31
JPY,EUR,2016.09.30,0.0087448082,30
JPY,EUR,2016.10.31,0.0087427701,31
JPY,EUR,2016.11.30,0.0085601733,30
JPY,EUR,2016.12.31,0.0081788789,31
JPY,EUR,2017.01.31,0.0081749937,31
JPY,EUR,2017.02.28,0.0083123804,28
JPY,EUR,2017.03.31,0.0082742545,31
JPY,EUR,2017.04.30,0.0084812851,30
JPY,EUR,2017.05.31,0.0080663402,31
JPY,EUR,2017.06.30,0.0080390442,30
JPY,EUR,2017.07.31,0.0077257986,31
JPY,EUR,2017.08.31,0.0077089232,31
JPY,EUR,2017.09.30,0.0075846238,30
JPY,EUR,2017.10.31,0.0075346525,31
JPY,EUR,2017.11.30,0.0075505519,30
JPY,EUR,2017.12.31,0.0074797641,31
JPY,EUR,2018.01.31,0.0073882172,31
JPY,EUR,2018.02.28,0.0074969083,28
JPY,EUR,2018.03.31,0.007651368,31
JPY,EUR,2018.04.30,0.0075742617,30
JPY,EUR,2018.05.31,0.007704957,31
JPY,EUR,2018.06.30,0.0077843629,30
JPY,EUR,2018.07.31,0.0076807841,31
JPY,EUR,2018.08.31,0.0078050454,31
JPY,EUR,2018.09.30,0.0076678184,30
JPY,EUR,2018.10.31,0.00771456,31
JPY,EUR,2018.11.30,0.0077677104,30
JPY,EUR,2018.12.31,0.0078329505,31
JPY,EUR,2019.01.31,0.0080359046,31
JPY,EUR,2019.02.28,0.0079883971,28
JPY,EUR,2019.03.31,0.0079600174,31
JPY,EUR,2019.04.30,0.0079695973,30
JPY,EUR,2019.05.31,0.0081179008,31
JPY,EUR,2019.06.30,0.008192323,30
JPY,EUR,2019.07.31,0.0082317425,31
JPY,EUR,2019.08.31,0.0084563964,31
JPY,EUR,2019.09.30,0.0084466962,30
JPY,EUR,2019.10.31,0.0083692933,31
JPY,EUR,2019.11.30,0.0083103513,30
JPY,EUR,2019.12.31,0.008246838,31
JPY,EUR,2020.01.31,0.0082396497,31
JPY,EUR,2020.02.29,0.0083324228,29
JPY,EUR,2020.03.31,0.0083892634,31
JPY,EUR,2020.04.30,0.0085288953,30
JPY,EUR,2020.05.31,0.0085415716,31
JPY,EUR,2020.06.30,0.008258465,30
JPY,EUR,2020.07.31,0.0081822075,31
JPY,EUR,2020.08.31,0.0079786952,31
JPY,EUR,2020.09.30,0.0080273774,30
JPY,EUR,2020.10.31,0.0080739665,31
JPY,EUR,2020.11.30,0.0080984869,30
JPY,EUR,2020.12.31,0.0079217567,31
JPY,EUR,2021.01.31,0.0079206185,31
JPY,EUR,2021.02.28,0.0078449244,28
JPY,EUR,2021.03.31,0.0077257883,31
JPY,EUR,2021.04.30,0.0076666795,30
JPY,EUR,2021.05.31,0.0075449911,31
JPY,EUR,2021.06.30,0.0075396778,30
JPY,EUR,2021.07.31,0.0076654659,31
JPY,EUR,2021.08.31,0.0077339992,31
JPY,EUR,2021.09.30,0.0077105587,30
JPY,EUR,2021.10.31,0.0076270241,31
JPY,EUR,2021.11.30,0.0076855892,30
JPY,EUR,2021.12.31,0.0077747117,31
JPY,EUR,2022.01.31,0.0076889126,31
JPY,EUR,2022.02.28,0.0076497251,28
JPY,EUR,2022.03.31,0.0076717517,31
JPY,EUR,2022.04.30,0.0073261541,30
JPY,EUR,2022.05.31,0.0073429777,31
JPY,EUR,2022.06.30,0.0070642508,30
JPY,EUR,2022.07.31,0.0071822229,31
JPY,EUR,2022.08.31,0.0073027754,31
JPY,EUR,2022.09.30,0.0070617703,30
JPY,EUR,2022.10.31,0.006924872,31
JPY,EUR,2022.11.30,0.006892408,30
JPY,EUR,2022.12.31,0.0070005452,31
SEK,EUR,2010.01.31,0.0980241298,31
SEK,EUR,2010.02.28,0.1005950956,28
SEK,EUR,2010.03.31,0.1028972096,31
SEK,EUR,2010.04.30,0.1034402162,30
SEK,EUR,2010.05.31,0.1033069202,31
SEK,EUR,2010.06.30,0.1044304194,30
SEK,EUR,2010.07.31,0.1053629264,31
SEK,EUR,2010.08.31,0.1061300071,31
SEK,EUR,2010.09.30,0.1083748015,30
SEK,EUR,2010.10.31,0.1078310978,31
SEK,EUR,2010.11.30,0.1073289951,30
SEK,EUR,2010.12.31,0.1103562661,31
SEK,EUR,2011.01.31,0.112022192,31
SEK,EUR,2011.02.28,0.1137750713,28
SEK,EUR,2011.03.31,0.1125194183,31
SEK,EUR,2011.04.30,0.1116223598,30
SEK,EUR,2011.05.31,0.1115516978,31
SEK,EUR,2011.06.30,0.1098606022,30
SEK,EUR,2011.07.31,0.109587724,31
SEK,EUR,2011.08.31,0.1089109283,31
SEK,EUR,2011.09.30,0.1095471008,30
SEK,EUR,2011.10.31,0.1096670891,31
SEK,EUR,2011.11.30,0.1094011644,30
SEK,EUR,2011.12.31,0.1108917981,31
SEK,EUR,2012.01.31,0.1130397226,31
SEK,EUR,2012.02.29,0.1133931621,29
SEK,EUR,2012.03.31,0.1125270126,31
SEK,EUR,2012.04.30,0.1128662978,30
SEK,EUR,2012.05.31,0.1111467755,31
SEK,EUR,2012.06.30,0.1126592881,30
SEK,EUR,2012.07.31,0.1168710539,31
SEK,EUR,2012.08.31,0.1208585518,31
SEK,EUR,2012.09.30,0.1179242017,30
SEK,EUR,2012.10.31,0.1160713453,31
SEK,EUR,2012.11.30,0.1162014705,30
SEK,EUR,2012.12.31,0.1154810078,31
SEK,EUR,2013.01.31,0.115960641,31
SEK,EUR,2013.02.28,0.1173792806,28
SEK,EUR,2013.03.31,0.1196593768,31
SEK,EUR,2013.04.30,0.1184572404,30
SEK,EUR,2013.05.31,0.1166675638,31
SEK,EUR,2013.06.30,0.1152587176,30
SEK,EUR,2013.07.31,0.1154750787,31
SEK,EUR,2013.08.31,0.114940732,31
SEK,EUR,2013.09.30,0.1151738557,30
SEK,EUR,2013.10.31,0.1144023919,31
SEK,EUR,2013.11.30,0.1126169824,30
SEK,EUR,2013.12.31,0.1115335848,31
SEK,EUR,2014.01.31,0.1132444875,31
SEK,EUR,2014.02.28,0.1127294509,28
SEK,EUR,2014.03.31,0.1127951945,31
SEK,EUR,2014.04.30,0.1105310098,30
SEK,EUR,2014.05.31,0.1107458861,31
SEK,EUR,2014.06.30,0.1100204113,30
SEK,EUR,2014.07.31,0.1083268774,31
SEK,EUR,2014.08.31,0.1088259976,31
SEK,EUR,2014.09.30,0.1087262913,30
SEK,EUR,2014.10.31,0.1090994725,31
SEK,EUR,2014.11.30,0.1081145011,30
SEK,EUR,2014.12.31,0.1062473021,31
SEK,EUR,2015.01.31,0.1060463271,31
SEK,EUR,2015.02.28,0.1053738357,28
SEK,EUR,2015.03.31,0.1080686942,31
SEK,EUR,2015.04.30,0.1070329025,30
SEK,EUR,2015.05.31,0.1073776704,31
SEK,EUR,2015.06.30,0.1078517573,30
SEK,EUR,2015.07.31,0.1066108134,31
SEK,EUR,2015.08.31,0.1050791999,31
SEK,EUR,2015.09.30,0.1064628852,30
SEK,EUR,2015.10.31,0.1069045373,31
SEK,EUR,2015.11.30,0.1072603394,30
SEK,EUR,2015.12.31,0.1080089762,31
SEK,EUR,2016.01.31,0.1077855104,31
SEK,EUR,2016.02.29,0.1063259484,29
SEK,EUR,2016.03.31,0.1075221932,31
SEK,EUR,2016.04.30,0.108522621,30
SEK,EUR,2016.05.31,0.1076297626,31
SEK,EUR,2016.06.30,0.1071888162,30
SEK,EUR,2016.07.31,0.1055576395,31
SEK,EUR,2016.08.31,0.1053795794,31
SEK,EUR,2016.09.30,0.1045442471,30
SEK,EUR,2016.10.31,0.1030090625,31
SEK,EUR,2016.11.30,0.1014695973,30
SEK,EUR,2016.12.31,0.1029471798,31
SEK,EUR,2017.01.31,0.1050997125,31
SEK,EUR,2017.02.28,0.1054872678,28
SEK,EUR,2017.03.31,0.1048694443,31
SEK,EUR,2017.04.30,0.1041451098,30
SEK,EUR,2017.05.31,0.1030615921,31
SEK,EUR,2017.06.30,0.1025248916,30
SEK,EUR,2017.07.31,0.1042782807,31
SEK,EUR,2017.08.31,0.1046402421,31
SEK,EUR,2017.09.30,0.104946716,30
SEK,EUR,2017.10.31,0.1040722833,31
SEK,EUR,2017.11.30,0.1016743165,30
SEK,EUR,2017.12.31,0.1007203617,31
SEK,EUR,2018.01.31,0.101847298,31
SEK,EUR,2018.02.28,0.1007589904,28
SEK,EUR,2018.03.31,0.0984302045,31
SEK,EUR,2018.04.30,0.0963567919,30
SEK,EUR,2018.05.31,0.0965827548,31
SEK,EUR,2018.06.30,0.0972804655,30
SEK,EUR,2018.07.31,0.0968544502,31
SEK,EUR,2018.08.31,0.0956345918,31
SEK,EUR,2018.09.30,0.0956898758,30
SEK,EUR,2018.10.31,0.096225344,31
SEK,EUR,2018.11.30,0.097086112,30
SEK,EUR,2018.12.31,0.0972180152,31
SEK,EUR,2019.01.31,0.0974658371,31
SEK,EUR,2019.02.28,0.0952926733,28
SEK,EUR,2019.03.31,0.0952460796,31
SEK,EUR,2019.04.30,0.0954261244,30
SEK,EUR,2019.05.31,0.0931485993,31
SEK,EUR,2019.06.30,0.0941003311,30
SEK,EUR,2019.07.31,0.0946873374,31
SEK,EUR,2019.08.31,0.093185972,31
SEK,EUR,2019.09.30,0.0935021483,30
SEK,EUR,2019.10.31,0.0926382899,31
SEK,EUR,2019.11.30,0.0938294963,30
SEK,EUR,2019.12.31,0.095457417,31
SEK,EUR,2020.01.31,0.094827079,31
SEK,EUR,2020.02.29,0.0945979277,29
SEK,EUR,2020.03.31,0.0920362681,31
SEK,EUR,2020.04.30,0.0917895381,30
SEK,EUR,2020.05.31,0.0940999097,31
SEK,EUR,2020.06.30,0.0953972049,30
SEK,EUR,2020.07.31,0.096482817,31
SEK,EUR,2020.08.31,0.0969825595,31
SEK,EUR,2020.09.30,0.0959574365,30
SEK,EUR,2020.10.31,0.0961586265,31
SEK,EUR,2020.11.30,0.0976923038,30
SEK,EUR,2020.12.31,0.098291403,31
SEK,EUR,2021.01.31,0.0990810375,31
SEK,EUR,2021.02.28,0.0991475981,28
SEK,EUR,2021.03.31,0.0984230304,31
SEK,EUR,2021.04.30,0.0983160024,30
SEK,EUR,2021.05.31,0.098629555,31
SEK,EUR,2021.06.30,0.0988502107,30
SEK,EUR,2021.07.31,0.0980605049,31
SEK,EUR,2021.08.31,0.0978812999,31
SEK,EUR,2021.09.30,0.0983162912,30
SEK,EUR,2021.10.31,0.099453884,31
SEK,EUR,2021.11.30,0.0993909896,30
SEK,EUR,2021.12.31,0.0972816518,31
SEK,EUR,2022.01.31,0.0965693326,31
SEK,EUR,2022.02.28,0.0947900976,28
SEK,EUR,2022.03.31,0.0948114172,31
SEK,EUR,2022.04.30,0.0967770756,30
SEK,EUR,2022.05.31,0.0953026429,31
SEK,EUR,2022.06.30,0.0944574203,30
SEK,EUR,2022.07.31,0.0945501187,31
SEK,EUR,2022.08.31,0.0951760169,31
SEK,EUR,2022.09.30,0.0927808782,30
SEK,EUR,2022.10.31,0.0913505361,31
SEK,EUR,2022.11.30,0.091860635,30
SEK,EUR,2022.12.31,0.0909035481,31
AUD,EUR,2010.01.31,0.638278593,31
AUD,EUR,2010.02.28,0.6484896748,28
AUD,EUR,2010.03.31,0.6713160593,31
AUD,EUR,2010.04.30,0.688811462,30
AUD,EUR,2010.05.31,0.692961781,31
AUD,EUR,2010.06.30,0.6987177362,30
AUD,EUR,2010.07.31,0.6846822297,31
AUD,EUR,2010.08.31,0.6980706531,31
AUD,EUR,2010.09.30,0.7167974456,30
AUD,EUR,2010.10.31,0.7063454039,31
AUD,EUR,2010.11.30,0.7234183314,30
AUD,EUR,2010.12.31,0.7506117549,31
AUD,EUR,2011.01.31,0.7465049042,31
AUD,EUR,2011.02.28,0.7388444958,28
AUD,EUR,2011.03.31,0.7216508694,31
AUD,EUR,2011.04.30,0.7320543734,30
AUD,EUR,2011.05.31,0.7461358513,31
AUD,EUR,2011.06.30,0.7371751308,30
AUD,EUR,2011.07.31,0.7528516784,31
AUD,EUR,2011.08.31,0.731767472,31
AUD,EUR,2011.09.30,0.7449926269,30
AUD,EUR,2011.10.31,0.738749581,31
AUD,EUR,2011.11.30,0.7447859409,30
AUD,EUR,2011.12.31,0.7686499828,31
AUD,EUR,2012.01.31,0.8056270482,31
AUD,EUR,2012.02.29,0.8103171844,29
AUD,EUR,2012.03.31,0.798639855,31
AUD,EUR,2012.04.30,0.7864881704,30
AUD,EUR,2012.05.31,0.7785703568,31
AUD,EUR,2012.06.30,0.7946881638,30
AUD,EUR,2012.07.31,0.8370595148,31
AUD,EUR,2012.08.31,0.8456678004,31
AUD,EUR,2012.09.30,0.8085106896,30
AUD,EUR,2012.10.31,0.7933487224,31
AUD,EUR,2012.11.30,0.8104428835,30
AUD,EUR,2012.12.31,0.7977359002,31
AUD,EUR,2013.01.31,0.7898378116,31
AUD,EUR,2013.02.28,0.7722702764,28
AUD,EUR,2013.03.31,0.7972897016,31
AUD,EUR,2013.04.30,0.7974200128,30
AUD,EUR,2013.05.31,0.7648458523,31
AUD,EUR,2013.06.30,0.715599538,30
AUD,EUR,2013.07.31,0.700632458,31
AUD,EUR,2013.08.31,0.6784951146,31
AUD,EUR,2013.09.30,0.6939031276,30
AUD,EUR,2013.10.31,0.69782246,31
AUD,EUR,2013.11.30,0.6912636442,30
AUD,EUR,2013.12.31,0.6558079942,31
AUD,EUR,2014.01.31,0.6500761677,31
AUD,EUR,2014.02.28,0.6560301715,28
AUD,EUR,2014.03.31,0.6558141059,31
AUD,EUR,2014.04.30,0.6747654359,30
AUD,EUR,2014.05.31,0.6771823279,31
AUD,EUR,2014.06.30,0.6886317329,30
AUD,EUR,2014.07.31,0.6932124161,31
AUD,EUR,2014.08.31,0.6986252769,31
AUD,EUR,2014.09.30,0.7022007185,30
AUD,EUR,2014.10.31,0.6911490826,31
AUD,EUR,2014.11.30,0.6941167715,30
AUD,EUR,2014.12.31,0.6687496437,31
AUD,EUR,2015.01.31,0.693821399,31
AUD,EUR,2015.02.28,0.6868464448,28
AUD,EUR,2015.03.31,0.7140162012,31
AUD,EUR,2015.04.30,0.715241768,30
AUD,EUR,2015.05.31,0.7062339524,31
